STRUCTURE,STRUCTURE_ID,ACTION,FREQ_ID,FREQ_NAME,REF_AREA_ID,REF_AREA_NAME,INDICATOR_ID,INDICATOR_NAME,SEX_ID,SEX_NAME,AGE_ID,AGE_NAME,URBANISATION_ID,URBANISATION_NAME,UNIT_MEASURE_ID,UNIT_MEASURE_NAME,COMP_BREAKDOWN_1_ID,COMP_BREAKDOWN_1_NAME,COMP_BREAKDOWN_2_ID,COMP_BREAKDOWN_2_NAME,COMP_BREAKDOWN_3_ID,COMP_BREAKDOWN_3_NAME,TIME_PERIOD,OBS_VALUE,DATABASE_ID_ID,DATABASE_ID_NAME,UNIT_MULT_ID,UNIT_MULT_NAME,UNIT_TYPE_ID,UNIT_TYPE_NAME,TIME_FORMAT_ID,TIME_FORMAT_NAME,OBS_STATUS_ID,OBS_STATUS_NAME,OBS_CONF_ID,OBS_CONF_NAME
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,LTU,Lithuania,OECD_IDD_EAR_METH2011,Total earnings (employee income) (Income definition until 2011),_T,Total,Y18T65,18 to 65 years old,_T,Total,XDC_HH_EQ,Domestic currency per equivalized household,_Z,Not Applicable,OECD_IDD_DEFINITION_D_CUR,Definition: Current definition (OECD_IDD),OECD_IDD_STATISTICAL_OPERATION_MEAN,Statistical operation: Arithmetic mean (OECD_IDD),2007,5719.0,OECD_IDD,Income Distribution Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,LTU,Lithuania,OECD_IDD_EAR_METH2011,Total earnings (employee income) (Income definition until 2011),_T,Total,Y18T65,18 to 65 years old,_T,Total,XDC_HH_EQ,Domestic currency per equivalized household,_Z,Not Applicable,OECD_IDD_DEFINITION_D_CUR,Definition: Current definition (OECD_IDD),OECD_IDD_STATISTICAL_OPERATION_MEAN,Statistical operation: Arithmetic mean (OECD_IDD),2008,6512.0,OECD_IDD,Income Distribution Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,LTU,Lithuania,OECD_IDD_EAR_METH2011,Total earnings (employee income) (Income definition until 2011),_T,Total,Y18T65,18 to 65 years old,_T,Total,XDC_HH_EQ,Domestic currency per equivalized household,_Z,Not Applicable,OECD_IDD_DEFINITION_D_CUR,Definition: Current definition (OECD_IDD),OECD_IDD_STATISTICAL_OPERATION_MEAN,Statistical operation: Arithmetic mean (OECD_IDD),2009,5294.0,OECD_IDD,Income Distribution Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,LTU,Lithuania,OECD_IDD_EAR_METH2011,Total earnings (employee income) (Income definition until 2011),_T,Total,Y18T65,18 to 65 years old,_T,Total,XDC_HH_EQ,Domestic currency per equivalized household,_Z,Not Applicable,OECD_IDD_DEFINITION_D_CUR,Definition: Current definition (OECD_IDD),OECD_IDD_STATISTICAL_OPERATION_MEAN,Statistical operation: Arithmetic mean (OECD_IDD),2010,4603.0,OECD_IDD,Income Distribution Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,LTU,Lithuania,OECD_IDD_EAR_METH2011,Total earnings (employee income) (Income definition until 2011),_T,Total,Y18T65,18 to 65 years old,_T,Total,XDC_HH_EQ,Domestic currency per equivalized household,_Z,Not Applicable,OECD_IDD_DEFINITION_D_CUR,Definition: Current definition (OECD_IDD),OECD_IDD_STATISTICAL_OPERATION_MEAN,Statistical operation: Arithmetic mean (OECD_IDD),2011,5474.0,OECD_IDD,Income Distribution Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,LTU,Lithuania,OECD_IDD_EAR_METH2011,Total earnings (employee income) (Income definition until 2011),_T,Total,Y18T65,18 to 65 years old,_T,Total,XDC_HH_EQ,Domestic currency per equivalized household,_Z,Not Applicable,OECD_IDD_DEFINITION_D_CUR,Definition: Current definition (OECD_IDD),OECD_IDD_STATISTICAL_OPERATION_MEAN,Statistical operation: Arithmetic mean (OECD_IDD),2012,5792.0,OECD_IDD,Income Distribution Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,LTU,Lithuania,OECD_IDD_EAR_METH2011,Total earnings (employee income) (Income definition until 2011),_T,Total,Y18T65,18 to 65 years old,_T,Total,XDC_HH_EQ,Domestic currency per equivalized household,_Z,Not Applicable,OECD_IDD_DEFINITION_D_CUR,Definition: Current definition (OECD_IDD),OECD_IDD_STATISTICAL_OPERATION_MEAN,Statistical operation: Arithmetic mean (OECD_IDD),2013,6277.0,OECD_IDD,Income Distribution Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ISL,Iceland,OECD_IDD_EAR_METH2011,Total earnings (employee income) (Income definition until 2011),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,XDC_HH_EQ,Domestic currency per equivalized household,_Z,Not Applicable,OECD_IDD_DEFINITION_D_CUR,Definition: Current definition (OECD_IDD),OECD_IDD_STATISTICAL_OPERATION_MEAN,Statistical operation: Arithmetic mean (OECD_IDD),2004,2727288.0,OECD_IDD,Income Distribution Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ISL,Iceland,OECD_IDD_EAR_METH2011,Total earnings (employee income) (Income definition until 2011),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,XDC_HH_EQ,Domestic currency per equivalized household,_Z,Not Applicable,OECD_IDD_DEFINITION_D_CUR,Definition: Current definition (OECD_IDD),OECD_IDD_STATISTICAL_OPERATION_MEAN,Statistical operation: Arithmetic mean (OECD_IDD),2005,3053983.0,OECD_IDD,Income Distribution Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ISL,Iceland,OECD_IDD_EAR_METH2011,Total earnings (employee income) (Income definition until 2011),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,XDC_HH_EQ,Domestic currency per equivalized household,_Z,Not Applicable,OECD_IDD_DEFINITION_D_CUR,Definition: Current definition (OECD_IDD),OECD_IDD_STATISTICAL_OPERATION_MEAN,Statistical operation: Arithmetic mean (OECD_IDD),2006,3413208.0,OECD_IDD,Income Distribution Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ISL,Iceland,OECD_IDD_EAR_METH2011,Total earnings (employee income) (Income definition until 2011),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,XDC_HH_EQ,Domestic currency per equivalized household,_Z,Not Applicable,OECD_IDD_DEFINITION_D_CUR,Definition: Current definition (OECD_IDD),OECD_IDD_STATISTICAL_OPERATION_MEAN,Statistical operation: Arithmetic mean (OECD_IDD),2007,3752156.0,OECD_IDD,Income Distribution Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ISL,Iceland,OECD_IDD_EAR_METH2011,Total earnings (employee income) (Income definition until 2011),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,XDC_HH_EQ,Domestic currency per equivalized household,_Z,Not Applicable,OECD_IDD_DEFINITION_D_CUR,Definition: Current definition (OECD_IDD),OECD_IDD_STATISTICAL_OPERATION_MEAN,Statistical operation: Arithmetic mean (OECD_IDD),2008,4082575.0,OECD_IDD,Income Distribution Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ISL,Iceland,OECD_IDD_EAR_METH2011,Total earnings (employee income) (Income definition until 2011),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,XDC_HH_EQ,Domestic currency per equivalized household,_Z,Not Applicable,OECD_IDD_DEFINITION_D_CUR,Definition: Current definition (OECD_IDD),OECD_IDD_STATISTICAL_OPERATION_MEAN,Statistical operation: Arithmetic mean (OECD_IDD),2009,3734976.0,OECD_IDD,Income Distribution Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ISL,Iceland,OECD_IDD_EAR_METH2011,Total earnings (employee income) (Income definition until 2011),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,XDC_HH_EQ,Domestic currency per equivalized household,_Z,Not Applicable,OECD_IDD_DEFINITION_D_CUR,Definition: Current definition (OECD_IDD),OECD_IDD_STATISTICAL_OPERATION_MEAN,Statistical operation: Arithmetic mean (OECD_IDD),2010,3805577.0,OECD_IDD,Income Distribution Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ISL,Iceland,OECD_IDD_EAR_METH2011,Total earnings (employee income) (Income definition until 2011),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,XDC_HH_EQ,Domestic currency per equivalized household,_Z,Not Applicable,OECD_IDD_DEFINITION_D_CUR,Definition: Current definition (OECD_IDD),OECD_IDD_STATISTICAL_OPERATION_MEAN,Statistical operation: Arithmetic mean (OECD_IDD),2011,3986835.0,OECD_IDD,Income Distribution Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ISL,Iceland,OECD_IDD_EAR_METH2011,Total earnings (employee income) (Income definition until 2011),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,XDC_HH_EQ,Domestic currency per equivalized household,_Z,Not Applicable,OECD_IDD_DEFINITION_D_CUR,Definition: Current definition (OECD_IDD),OECD_IDD_STATISTICAL_OPERATION_MEAN,Statistical operation: Arithmetic mean (OECD_IDD),2012,4318873.0,OECD_IDD,Income Distribution Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ISL,Iceland,OECD_IDD_EAR_METH2011,Total earnings (employee income) (Income definition until 2011),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,XDC_HH_EQ,Domestic currency per equivalized household,_Z,Not Applicable,OECD_IDD_DEFINITION_D_CUR,Definition: Current definition (OECD_IDD),OECD_IDD_STATISTICAL_OPERATION_MEAN,Statistical operation: Arithmetic mean (OECD_IDD),2013,4665299.0,OECD_IDD,Income Distribution Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,LVA,Latvia,OECD_IDD_EAR_METH2011,Total earnings (employee income) (Income definition until 2011),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,XDC_HH_EQ,Domestic currency per equivalized household,_Z,Not Applicable,OECD_IDD_DEFINITION_D_CUR,Definition: Current definition (OECD_IDD),OECD_IDD_STATISTICAL_OPERATION_MEAN,Statistical operation: Arithmetic mean (OECD_IDD),2004,1975.0,OECD_IDD,Income Distribution Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,LVA,Latvia,OECD_IDD_EAR_METH2011,Total earnings (employee income) (Income definition until 2011),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,XDC_HH_EQ,Domestic currency per equivalized household,_Z,Not Applicable,OECD_IDD_DEFINITION_D_CUR,Definition: Current definition (OECD_IDD),OECD_IDD_STATISTICAL_OPERATION_MEAN,Statistical operation: Arithmetic mean (OECD_IDD),2005,2613.0,OECD_IDD,Income Distribution Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,LVA,Latvia,OECD_IDD_EAR_METH2011,Total earnings (employee income) (Income definition until 2011),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,XDC_HH_EQ,Domestic currency per equivalized household,_Z,Not Applicable,OECD_IDD_DEFINITION_D_CUR,Definition: Current definition (OECD_IDD),OECD_IDD_STATISTICAL_OPERATION_MEAN,Statistical operation: Arithmetic mean (OECD_IDD),2006,4320.0,OECD_IDD,Income Distribution Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,LVA,Latvia,OECD_IDD_EAR_METH2011,Total earnings (employee income) (Income definition until 2011),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,XDC_HH_EQ,Domestic currency per equivalized household,_Z,Not Applicable,OECD_IDD_DEFINITION_D_CUR,Definition: Current definition (OECD_IDD),OECD_IDD_STATISTICAL_OPERATION_MEAN,Statistical operation: Arithmetic mean (OECD_IDD),2007,6372.0,OECD_IDD,Income Distribution Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,LVA,Latvia,OECD_IDD_EAR_METH2011,Total earnings (employee income) (Income definition until 2011),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,XDC_HH_EQ,Domestic currency per equivalized household,_Z,Not Applicable,OECD_IDD_DEFINITION_D_CUR,Definition: Current definition (OECD_IDD),OECD_IDD_STATISTICAL_OPERATION_MEAN,Statistical operation: Arithmetic mean (OECD_IDD),2008,7177.0,OECD_IDD,Income Distribution Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,LVA,Latvia,OECD_IDD_EAR_METH2011,Total earnings (employee income) (Income definition until 2011),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,XDC_HH_EQ,Domestic currency per equivalized household,_Z,Not Applicable,OECD_IDD_DEFINITION_D_CUR,Definition: Current definition (OECD_IDD),OECD_IDD_STATISTICAL_OPERATION_MEAN,Statistical operation: Arithmetic mean (OECD_IDD),2009,5469.0,OECD_IDD,Income Distribution Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,LVA,Latvia,OECD_IDD_EAR_METH2011,Total earnings (employee income) (Income definition until 2011),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,XDC_HH_EQ,Domestic currency per equivalized household,_Z,Not Applicable,OECD_IDD_DEFINITION_D_CUR,Definition: Current definition (OECD_IDD),OECD_IDD_STATISTICAL_OPERATION_MEAN,Statistical operation: Arithmetic mean (OECD_IDD),2010,5015.0,OECD_IDD,Income Distribution Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,LVA,Latvia,OECD_IDD_EAR_METH2011,Total earnings (employee income) (Income definition until 2011),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,XDC_HH_EQ,Domestic currency per equivalized household,_Z,Not Applicable,OECD_IDD_DEFINITION_D_CUR,Definition: Current definition (OECD_IDD),OECD_IDD_STATISTICAL_OPERATION_MEAN,Statistical operation: Arithmetic mean (OECD_IDD),2011,5547.0,OECD_IDD,Income Distribution Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,LVA,Latvia,OECD_IDD_EAR_METH2011,Total earnings (employee income) (Income definition until 2011),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,XDC_HH_EQ,Domestic currency per equivalized household,_Z,Not Applicable,OECD_IDD_DEFINITION_D_CUR,Definition: Current definition (OECD_IDD),OECD_IDD_STATISTICAL_OPERATION_MEAN,Statistical operation: Arithmetic mean (OECD_IDD),2012,5856.0,OECD_IDD,Income Distribution Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,LVA,Latvia,OECD_IDD_EAR_METH2011,Total earnings (employee income) (Income definition until 2011),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,XDC_HH_EQ,Domestic currency per equivalized household,_Z,Not Applicable,OECD_IDD_DEFINITION_D_CUR,Definition: Current definition (OECD_IDD),OECD_IDD_STATISTICAL_OPERATION_MEAN,Statistical operation: Arithmetic mean (OECD_IDD),2013,6504.0,OECD_IDD,Income Distribution Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,TUR,Turkiye,OECD_IDD_EAR_METH2011,Total earnings (employee income) (Income definition until 2011),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,XDC_HH_EQ,Domestic currency per equivalized household,_Z,Not Applicable,OECD_IDD_DEFINITION_D_PREV,Definition: Previous definition - with overlap year (OECD_IDD),OECD_IDD_STATISTICAL_OPERATION_MEAN,Statistical operation: Arithmetic mean (OECD_IDD),1987,0.0,OECD_IDD,Income Distribution Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,TUR,Turkiye,OECD_IDD_EAR_METH2011,Total earnings (employee income) (Income definition until 2011),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,XDC_HH_EQ,Domestic currency per equivalized household,_Z,Not Applicable,OECD_IDD_DEFINITION_D_PREV,Definition: Previous definition - with overlap year (OECD_IDD),OECD_IDD_STATISTICAL_OPERATION_MEAN,Statistical operation: Arithmetic mean (OECD_IDD),1994,22.0,OECD_IDD,Income Distribution Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,IRL,Ireland,OECD_IDD_EAR_METH2011,Total earnings (employee income) (Income definition until 2011),_T,Total,Y_GT65,Over 65 years,_T,Total,XDC_HH_EQ,Domestic currency per equivalized household,_Z,Not Applicable,OECD_IDD_DEFINITION_D_CUR,Definition: Current definition (OECD_IDD),OECD_IDD_STATISTICAL_OPERATION_MEAN,Statistical operation: Arithmetic mean (OECD_IDD),2004,2338.0,OECD_IDD,Income Distribution Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,IRL,Ireland,OECD_IDD_EAR_METH2011,Total earnings (employee income) (Income definition until 2011),_T,Total,Y_GT65,Over 65 years,_T,Total,XDC_HH_EQ,Domestic currency per equivalized household,_Z,Not Applicable,OECD_IDD_DEFINITION_D_CUR,Definition: Current definition (OECD_IDD),OECD_IDD_STATISTICAL_OPERATION_MEAN,Statistical operation: Arithmetic mean (OECD_IDD),2005,2566.0,OECD_IDD,Income Distribution Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,IRL,Ireland,OECD_IDD_EAR_METH2011,Total earnings (employee income) (Income definition until 2011),_T,Total,Y_GT65,Over 65 years,_T,Total,XDC_HH_EQ,Domestic currency per equivalized household,_Z,Not Applicable,OECD_IDD_DEFINITION_D_CUR,Definition: Current definition (OECD_IDD),OECD_IDD_STATISTICAL_OPERATION_MEAN,Statistical operation: Arithmetic mean (OECD_IDD),2006,2838.0,OECD_IDD,Income Distribution Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,IRL,Ireland,OECD_IDD_EAR_METH2011,Total earnings (employee income) (Income definition until 2011),_T,Total,Y_GT65,Over 65 years,_T,Total,XDC_HH_EQ,Domestic currency per equivalized household,_Z,Not Applicable,OECD_IDD_DEFINITION_D_CUR,Definition: Current definition (OECD_IDD),OECD_IDD_STATISTICAL_OPERATION_MEAN,Statistical operation: Arithmetic mean (OECD_IDD),2007,3327.0,OECD_IDD,Income Distribution Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,IRL,Ireland,OECD_IDD_EAR_METH2011,Total earnings (employee income) (Income definition until 2011),_T,Total,Y_GT65,Over 65 years,_T,Total,XDC_HH_EQ,Domestic currency per equivalized household,_Z,Not Applicable,OECD_IDD_DEFINITION_D_CUR,Definition: Current definition (OECD_IDD),OECD_IDD_STATISTICAL_OPERATION_MEAN,Statistical operation: Arithmetic mean (OECD_IDD),2008,2342.0,OECD_IDD,Income Distribution Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,IRL,Ireland,OECD_IDD_EAR_METH2011,Total earnings (employee income) (Income definition until 2011),_T,Total,Y_GT65,Over 65 years,_T,Total,XDC_HH_EQ,Domestic currency per equivalized household,_Z,Not Applicable,OECD_IDD_DEFINITION_D_CUR,Definition: Current definition (OECD_IDD),OECD_IDD_STATISTICAL_OPERATION_MEAN,Statistical operation: Arithmetic mean (OECD_IDD),2009,2138.0,OECD_IDD,Income Distribution Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,IRL,Ireland,OECD_IDD_EAR_METH2011,Total earnings (employee income) (Income definition until 2011),_T,Total,Y_GT65,Over 65 years,_T,Total,XDC_HH_EQ,Domestic currency per equivalized household,_Z,Not Applicable,OECD_IDD_DEFINITION_D_CUR,Definition: Current definition (OECD_IDD),OECD_IDD_STATISTICAL_OPERATION_MEAN,Statistical operation: Arithmetic mean (OECD_IDD),2010,2908.0,OECD_IDD,Income Distribution Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,IRL,Ireland,OECD_IDD_EAR_METH2011,Total earnings (employee income) (Income definition until 2011),_T,Total,Y_GT65,Over 65 years,_T,Total,XDC_HH_EQ,Domestic currency per equivalized household,_Z,Not Applicable,OECD_IDD_DEFINITION_D_CUR,Definition: Current definition (OECD_IDD),OECD_IDD_STATISTICAL_OPERATION_MEAN,Statistical operation: Arithmetic mean (OECD_IDD),2011,2536.0,OECD_IDD,Income Distribution Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,IRL,Ireland,OECD_IDD_EAR_METH2011,Total earnings (employee income) (Income definition until 2011),_T,Total,Y_GT65,Over 65 years,_T,Total,XDC_HH_EQ,Domestic currency per equivalized household,_Z,Not Applicable,OECD_IDD_DEFINITION_D_CUR,Definition: Current definition (OECD_IDD),OECD_IDD_STATISTICAL_OPERATION_MEAN,Statistical operation: Arithmetic mean (OECD_IDD),2012,2370.0,OECD_IDD,Income Distribution Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,IRL,Ireland,OECD_IDD_EAR_METH2011,Total earnings (employee income) (Income definition until 2011),_T,Total,Y_GT65,Over 65 years,_T,Total,XDC_HH_EQ,Domestic currency per equivalized household,_Z,Not Applicable,OECD_IDD_DEFINITION_D_CUR,Definition: Current definition (OECD_IDD),OECD_IDD_STATISTICAL_OPERATION_MEAN,Statistical operation: Arithmetic mean (OECD_IDD),2013,1912.0,OECD_IDD,Income Distribution Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,NZL,New Zealand,OECD_IDD_EAR_METH2011,Total earnings (employee income) (Income definition until 2011),_T,Total,Y_GT65,Over 65 years,_T,Total,XDC_HH_EQ,Domestic currency per equivalized household,_Z,Not Applicable,OECD_IDD_DEFINITION_D_PREV,Definition: Previous definition - with overlap year (OECD_IDD),OECD_IDD_STATISTICAL_OPERATION_MEAN,Statistical operation: Arithmetic mean (OECD_IDD),1985,1497.0,OECD_IDD,Income Distribution Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,NZL,New Zealand,OECD_IDD_EAR_METH2011,Total earnings (employee income) (Income definition until 2011),_T,Total,Y_GT65,Over 65 years,_T,Total,XDC_HH_EQ,Domestic currency per equivalized household,_Z,Not Applicable,OECD_IDD_DEFINITION_D_PREV,Definition: Previous definition - with overlap year (OECD_IDD),OECD_IDD_STATISTICAL_OPERATION_MEAN,Statistical operation: Arithmetic mean (OECD_IDD),1990,2736.0,OECD_IDD,Income Distribution Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,NZL,New Zealand,OECD_IDD_EAR_METH2011,Total earnings (employee income) (Income definition until 2011),_T,Total,Y_GT65,Over 65 years,_T,Total,XDC_HH_EQ,Domestic currency per equivalized household,_Z,Not Applicable,OECD_IDD_DEFINITION_D_PREV,Definition: Previous definition - with overlap year (OECD_IDD),OECD_IDD_STATISTICAL_OPERATION_MEAN,Statistical operation: Arithmetic mean (OECD_IDD),1995,1824.0,OECD_IDD,Income Distribution Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,NZL,New Zealand,OECD_IDD_EAR_METH2011,Total earnings (employee income) (Income definition until 2011),_T,Total,Y_GT65,Over 65 years,_T,Total,XDC_HH_EQ,Domestic currency per equivalized household,_Z,Not Applicable,OECD_IDD_DEFINITION_D_PREV,Definition: Previous definition - with overlap year (OECD_IDD),OECD_IDD_STATISTICAL_OPERATION_MEAN,Statistical operation: Arithmetic mean (OECD_IDD),2000,3714.0,OECD_IDD,Income Distribution Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,NZL,New Zealand,OECD_IDD_EAR_METH2011,Total earnings (employee income) (Income definition until 2011),_T,Total,Y_GT65,Over 65 years,_T,Total,XDC_HH_EQ,Domestic currency per equivalized household,_Z,Not Applicable,OECD_IDD_DEFINITION_D_PREV,Definition: Previous definition - with overlap year (OECD_IDD),OECD_IDD_STATISTICAL_OPERATION_MEAN,Statistical operation: Arithmetic mean (OECD_IDD),2003,2882.0,OECD_IDD,Income Distribution Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,NZL,New Zealand,OECD_IDD_EAR_METH2011,Total earnings (employee income) (Income definition until 2011),_T,Total,Y_GT65,Over 65 years,_T,Total,XDC_HH_EQ,Domestic currency per equivalized household,_Z,Not Applicable,OECD_IDD_DEFINITION_D_PREV,Definition: Previous definition - with overlap year (OECD_IDD),OECD_IDD_STATISTICAL_OPERATION_MEAN,Statistical operation: Arithmetic mean (OECD_IDD),2008,6225.0,OECD_IDD,Income Distribution Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,CZE,Czechia,OECD_IDD_EAR_METH2011,Total earnings (employee income) (Income definition until 2011),_T,Total,Y18T65,18 to 65 years old,_T,Total,XDC_HH_EQ,Domestic currency per equivalized household,_Z,Not Applicable,OECD_IDD_DEFINITION_D_CUR,Definition: Current definition (OECD_IDD),OECD_IDD_STATISTICAL_OPERATION_MEAN,Statistical operation: Arithmetic mean (OECD_IDD),1992,49514.0,OECD_IDD,Income Distribution Database,0,Units,RATIO,Ratio,602,CCYY,A,Normal value,PU,Public
